user_id,item_id,rating
0,101,2
0,102,3
0,104,2
0,105,5
0,106,5
0,108,3
0,109,5
0,110,2
0,111,5
0,112,3
0,113,1
0,114,4
0,115,3
0,116,4
0,117,5
0,118,2
0,119,3
0,120,3
0,121,3
0,122,5
0,123,4
0,124,3
0,125,4
0,127,2
0,128,1
0,129,2
0,130,2
0,131,3
0,133,1
0,135,3
0,136,4
0,137,4
0,138,5
0,139,5
0,140,1
0,141,4
0,142,1
0,143,5
0,144,5
0,145,4
0,146,1
0,147,4
0,148,1
0,151,2
0,152,4
0,153,4
0,155,3
0,156,1
0,158,1
0,160,5
0,163,1
0,164,2
0,165,2
0,166,2
0,167,3
0,168,1
0,169,3
0,170,1
0,171,2
0,172,2
0,173,2
0,174,2
0,175,4
0,176,2
0,178,5
0,179,3
0,180,4
0,181,5
0,182,5
0,183,4
0,185,2
0,186,3
0,187,1
0,189,3
0,2255,4
0,2256,4
0,2258,2
0,2259,1
0,2260,5
0,2261,2
0,2262,4
0,2264,2
0,2266,5
0,2267,2
0,2268,1
0,2270,4
0,2271,4
1,101,3
1,102,5
1,103,1
1,104,1
1,106,1
1,108,2
1,109,3
1,110,4
1,111,3
1,112,4
1,114,4
1,115,4
1,116,5
1,119,3
1,120,4
1,121,1
1,124,3
1,125,4
1,126,1
1,128,2
1,129,4
1,130,5
1,131,1
1,132,4
1,133,2
1,134,4
1,135,3
1,136,2
1,137,4
1,138,2
1,139,4
1,140,5
1,141,5
1,142,2
1,143,4
1,144,2
1,145,5
1,146,4
1,147,5
1,148,4
1,149,3
1,150,5
1,151,3
1,152,2
1,155,3
1,156,2
1,157,3
1,158,2
1,159,2
1,160,2
1,161,4
1,162,5
1,163,3
1,164,1
1,165,5
1,166,1
1,168,1
1,169,4
1,170,2
1,171,1
1,172,4
1,173,1
1,174,1
1,175,3
1,176,5
1,177,1
1,178,3
1,179,1
1,180,5
1,181,4
1,182,5
1,184,1
1,185,3
1,186,3
1,187,5
1,188,2
1,189,5
1,2255,2
1,2256,3
1,2258,4
1,2261,2
1,2262,3
1,2263,5
1,2264,2
1,2265,1
1,2266,3
1,2267,1
1,2268,3
1,2269,2
1,2270,2
1,2271,2
2,101,4
2,102,4
2,103,1
2,105,3
2,106,5
2,107,3
2,108,5
2,112,2
2,113,1
2,114,2
2,115,5
2,116,3
2,117,3
2,118,3
2,120,5
2,121,5
2,122,4
2,124,5
2,125,2
2,126,4
2,128,5
2,129,1
2,130,2
2,131,3
2,132,1
2,133,3
2,134,2
2,135,5
2,136,2
2,138,4
2,139,3
2,140,2
2,142,3
2,143,5
2,145,1
2,146,1
2,147,5
2,148,5
2,150,1
2,151,3
2,153,1
2,154,3
2,155,1
2,156,1
2,157,1
2,158,3
2,159,2
2,161,1
2,164,3
2,165,2
2,166,3
2,167,4
2,168,3
2,169,5
2,170,5
2,172,3
2,173,4
2,174,2
2,175,3
2,176,2
2,177,1
2,178,2
2,179,5
2,180,2
2,181,4
2,182,5
2,183,4
2,184,4
2,185,3
2,186,5
2,187,2
2,188,4
2,189,1
2,2255,5
2,2256,4
2,2257,5
2,2258,4
2,2259,5
2,2260,3
2,2261,3
2,2262,4
2,2263,5
2,2264,2
2,2265,2
2,2266,4
2,2267,5
2,2268,5
2,2269,3
2,2270,5
2,2271,3
3,101,3
3,102,4
3,103,5
3,104,3
3,105,1
3,106,4
3,107,5
3,108,1
3,110,2
3,112,5
3,114,5
3,115,2
3,116,3
3,117,2
3,119,4
3,120,2
3,122,2
3,123,1
3,124,4
3,126,2
3,128,1
3,129,2
3,130,3
3,131,3
3,132,5
3,134,1
3,135,4
3,136,3
3,137,1
3,138,2
3,139,3
3,140,1
3,143,5
3,144,2
3,145,5
3,146,5
3,147,3
3,148,5
3,150,5
3,151,3
3,153,3
3,154,2
3,155,5
3,157,3
3,159,3
3,160,3
3,161,3
3,162,4
3,163,4
3,165,3
3,167,4
3,169,1
3,170,1
3,171,4
3,172,3
3,176,5
3,177,3
3,178,4
3,179,5
3,180,4
3,182,5
3,183,5
3,184,3
3,186,4
3,187,5
3,188,1
3,189,4
3,2255,2
3,2256,2
3,2258,3
3,2259,5
3,2260,4
3,2262,3
3,2263,1
3,2264,2
3,2265,1
3,2266,4
3,2268,1
3,2269,2
3,2270,1
3,2271,4
4,101,5
4,103,2
4,104,5
4,105,2
4,106,5
4,107,5
4,108,5
4,109,5
4,110,3
4,111,2
4,113,3
4,114,2
4,115,2
4,116,4
4,117,4
4,119,2
4,120,2
4,121,2
4,122,2
4,123,5
4,126,3
4,127,3
4,128,5
4,129,3
4,131,5
4,132,5
4,133,5
4,134,3
4,135,2
4,136,2
4,138,3
4,139,2
4,140,1
4,141,5
4,142,3
4,143,1
4,145,5
4,146,5
4,147,5
4,148,3
4,149,4
4,151,2
4,153,3
4,154,5
4,155,2
4,156,5
4,158,2
4,159,2
4,160,4
4,161,4
4,162,5
4,163,3
4,164,3
4,165,5
4,166,3
4,167,5
4,168,2
4,169,5
4,170,1
4,171,1
4,173,3
4,174,5
4,175,2
4,176,5
4,177,3
4,178,3
4,180,2
4,181,1
4,182,3
4,183,1
4,184,3
4,185,1
4,186,1
4,187,2
4,188,4
4,2256,2
4,2257,3
4,2258,5
4,2259,4
4,2260,5
4,2261,1
4,2262,5
4,2263,3
4,2264,1
4,2266,2
4,2267,3
4,2268,5
4,2270,1
4,2271,4
5,101,2
5,102,5
5,103,5
5,104,5
5,106,2
5,107,1
5,108,1
5,109,3
5,110,4
5,111,5
5,112,4
5,113,3
5,114,1
5,115,5
5,116,4
5,117,5
5,118,5
5,119,3
5,120,5
5,122,1
5,123,3
5,125,2
5,126,5
5,127,3
5,128,1
5,129,4
5,130,1
5,131,2
5,132,4
5,133,1
5,134,3
5,135,2
5,136,2
5,137,1
5,138,4
5,139,5
5,140,5
5,141,5
5,142,1
5,143,1
5,144,5
5,145,1
5,147,3
5,148,2
5,149,4
5,150,4
5,151,5
5,153,4
5,154,4
5,155,5
5,157,5
5,158,4
5,160,4
5,161,3
5,163,4
5,164,1
5,165,3
5,166,3
5,168,3
5,169,1
5,170,2
5,171,4
5,172,3
5,173,4
5,174,4
5,175,3
5,176,2
5,177,1
5,178,3
5,180,4
5,181,2
5,182,4
5,183,2
5,184,5
5,185,3
5,188,2
5,189,5
5,2255,5
5,2257,3
5,2258,2
5,2259,1
5,2260,2
5,2261,3
5,2263,4
5,2264,2
5,2265,2
5,2267,3
5,2268,1
5,2269,1
5,2270,5
5,2271,1
6,101,2
6,102,3
6,103,5
6,104,3
6,105,3
6,106,3
6,107,5
6,108,5
6,109,1
6,110,4
6,112,3
6,113,2
6,114,2
6,115,2
6,116,4
6,118,2
6,119,3
6,120,2
6,121,1
6,122,3
6,123,3
6,124,1
6,125,4
6,127,4
6,128,2
6,129,3
6,131,3
6,132,3
6,133,2
6,134,2
6,135,2
6,136,5
6,138,5
6,139,1
6,140,5
6,141,4
6,142,1
6,144,2
6,146,2
6,147,1
6,148,1
6,149,3
6,150,5
6,152,5
6,153,5
6,154,1
6,157,4
6,158,1
6,159,1
6,160,1
6,161,2
6,162,4
6,163,4
6,164,2
6,165,4
6,166,2
6,168,2
6,169,3
6,170,2
6,171,1
6,173,3
6,175,2
6,176,1
6,178,4
6,179,2
6,180,2
6,181,3
6,182,2
6,183,3
6,184,1
6,185,2
6,186,1
6,187,3
6,188,4
6,189,4
6,2255,2
6,2256,5
6,2257,3
6,2258,5
6,2259,1
6,2260,4
6,2261,2
6,2262,5
6,2263,5
6,2264,4
6,2265,5
6,2266,2
6,2267,2
6,2268,4
6,2269,4
6,2271,4
7,101,5
7,102,3
7,103,3
7,104,3
7,105,1
7,107,2
7,109,3
7,110,1
7,111,1
7,112,2
7,113,2
7,114,4
7,115,5
7,116,2
7,119,3
7,120,5
7,121,1
7,122,5
7,123,2
7,124,3
7,125,3
7,126,2
7,129,3
7,131,5
7,132,5
7,134,4
7,136,1
7,137,1
7,138,1
7,139,3
7,140,5
7,141,3
7,143,5
7,144,4
7,145,2
7,146,3
7,147,5
7,148,3
7,149,5
7,150,5
7,151,3
7,152,4
7,153,3
7,154,2
7,155,2
7,156,2
7,157,1
7,159,4
7,160,5
7,162,5
7,163,2
7,165,1
7,167,2
7,169,2
7,170,5
7,171,5
7,172,3
7,174,3
7,176,1
7,178,3
7,179,1
7,180,2
7,182,2
7,184,2
7,185,3
7,186,3
7,187,1
7,188,4
7,189,2
7,2255,5
7,2256,5
7,2257,4
7,2258,5
7,2259,5
7,2260,4
7,2261,3
7,2262,4
7,2263,4
7,2264,3
7,2265,5
7,2266,4
7,2267,3
7,2270,1
7,2271,3
8,101,2
8,102,2
8,103,2
8,105,1
8,106,3
8,107,3
8,108,3
8,109,2
8,110,2
8,111,4
8,112,4
8,113,2
8,114,3
8,115,2
8,116,1
8,118,1
8,119,5
8,120,2
8,121,4
8,122,2
8,123,4
8,124,1
8,125,2
8,126,1
8,127,2
8,128,4
8,129,2
8,130,1
8,131,3
8,132,3
8,133,2
8,134,3
8,135,1
8,136,1
8,137,5
8,138,3
8,139,3
8,140,1
8,141,1
8,142,2
8,143,3
8,144,5
8,145,4
8,146,2
8,147,2
8,148,2
8,150,2
8,151,2
8,152,1
8,153,1
8,155,4
8,158,5
8,159,5
8,160,2
8,161,4
8,162,1
8,163,5
8,164,2
8,166,2
8,167,5
8,168,1
8,169,4
8,170,5
8,171,5
8,172,2
8,173,5
8,174,5
8,176,4
8,177,4
8,178,2
8,179,1
8,180,3
8,181,2
8,183,1
8,184,1
8,185,2
8,186,1
8,187,2
8,189,4
8,2255,3
8,2256,2
8,2257,2
8,2258,4
8,2261,2
8,2262,4
8,2264,5
8,2267,2
8,2268,4
8,2269,3
8,2270,3
8,2271,5
9,101,2
9,102,3
9,103,3
9,104,5
9,105,5
9,106,3
9,107,5
9,108,2
9,109,5
9,111,3
9,112,2
9,113,2
9,114,1
9,115,5
9,116,2
9,118,3
9,119,2
9,120,5
9,121,3
9,122,3
9,123,5
9,124,3
9,125,5
9,126,5
9,127,2
9,128,1
9,129,3
9,130,5
9,131,3
9,132,3
9,133,1
9,134,4
9,135,4
9,136,2
9,137,3
9,138,3
9,139,3
9,140,4
9,141,4
9,142,1
9,143,3
9,144,4
9,145,4
9,146,1
9,147,4
9,148,2
9,149,5
9,150,2
9,151,3
9,152,3
9,153,4
9,154,5
9,155,1
9,156,4
9,157,4
9,159,5
9,160,1
9,161,5
9,162,2
9,163,2
9,164,1
9,165,5
9,166,1
9,167,2
9,168,1
9,169,5
9,170,5
9,171,3
9,172,3
9,173,5
9,174,2
9,175,1
9,176,3
9,178,2
9,179,5
9,180,5
9,181,1
9,182,3
9,183,5
9,184,5
9,185,4
9,186,3
9,188,4
9,189,1
9,2257,1
9,2261,4
9,2262,1
9,2263,1
9,2264,1
9,2265,1
9,2266,1
9,2267,6
9,2268,1
9,2269,1
10,101,4
10,103,4
10,105,4
10,112,4
10,113,5
10,115,2
10,120,2
10,126,5
10,128,4
10,133,4
10,142,4
10,158,4
10,159,1
10,160,5
10,162,5
10,163,5
10,164,4
10,166,4
10,168,4
10,169,5
10,175,3
10,179,5
10,184,5
10,185,3
10,189,5
10,2255,5
10,2261,3
10,2264,5
10,2267,3
10,2268,4
10,2269,5
10,2271,3
